word,score,examples
لين,29,"اين بين حين دين رين زين شين طين عين قين"
مدد,29,"بدد جدد حدد خدد ردد سدد شدد صدد ضدد عدد"
مرج,29,"ارج برج جرج حرج خرج درج سرج ضرج عرج فرج"
نثل,29,"كثل مثل وثل نال نبل نجل نحل نخل ندل نذل"
نجع,29,"رجع سجع شجع ضجع فجع هجع وجع ناع نبع نخع"
نجى,29,"رجى زجى سجى هجى ناى نحى ندى نسى نضى نعى"
نذل,29,"اذل بذل جذل خذل رذل عذل نال نبل نثل نجل"
نضي,29,"رضي غضي فضي قضي مضي ناي نحي ندي نسي نشي"
نعم,29,"دعم زعم طعم فعم نام نجم نحم نخم ندم نسم"
نغب,29,"رغب زغب سغب شغب ناب نبب نجب نحب نخب ندب"
نغم,29,"اغم بغم دغم رغم ضغم لغم مغم نام نجم نحم"
نغو,29,"بغو ثغو رغو صغو ضغو طغو لغو نبو نتو نثو"
نكح,29,"ناح نبح نتح نجح نحح نزح نسح نصح نضح نطح"
نوض,29,"حوض خوض روض عوض فوض قوض ناض نبض نضض نفض"
نون,29,"اون بون خون دون رون صون عون كون لون مون"
هجم,29,"اجم حجم دجم رجم سجم عجم لجم نجم وجم هام"
هدا,29,"بدا حدا ردا شدا صدا عدا غدا كدا ندا ودا"
هرش,29,"برش جرش حرش خرش درش طرش عرش فرش قرش كرش"
هيب,29,"ثيب جيب خيب ريب سيب شيب طيب عيب غيب نيب"
وجب,29,"حجب رجب شجب عجب لجب نجب واب وثب ورب وصب"
وجم,29,"اجم حجم دجم رجم سجم عجم لجم نجم هجم وام"
وجن,29,"اجن دجن رجن سجن شجن عجن لجن مجن هجن وتن"
وحد,29,"احد جحد لحد واد وبد وتد وجد ودد ورد وسد"
وحف,29,"تحف جحف زحف صحف قحف لحف نحف وثف وجف وخف"
وحي,29,"سحي ضحي لحي محي نحي واي وخي ودي وذي وري"
ودف,29,"جدف ردف صدف غدف ندف هدف وثف وجف وحف وخف"
وعي,29,"دعي رعي سعي قعي نعي واي وحي وخي ودي وذي"
وقى,29,"بقى رقى سقى لقى نقى واى وبى وحى وخى ودى"
وقي,29,"بقي رقي سقي شقي لقي نقي واي وحي وخي ودي"
طوم,29,"جوم حوم دوم روم زوم سوم شوم صوم عوم قوم"
عهل,29,"اهل بهل جهل ذهل رهل سهل شهل صهل كهل مهل"
ممل,29,"امل ثمل جمل حمل خمل دمل رمل زمل سمل شمل"
ادر,28,"بدر جدر حدر خدر سدر صدر غدر قدر كدر ندر"
ارق,28,"برق حرق خرق درق ذرق زرق سرق شرق طرق عرق"
ازر,28,"جزر حزر خزر شزر عزر غزر فزر نزر هزر وزر"
اون,28,"بون خون دون رون صون عون كون لون مون نون"
بخر,28,"اخر دخر ذخر زخر سخر شخر صخر فخر مخر نخر"
برج,28,"ارج جرج حرج خرج درج سرج ضرج عرج فرج مرج"
برش,28,"جرش حرش خرش درش طرش عرش فرش قرش كرش هرش"
بقر,28,"اقر حقر سقر شقر صقر عقر فقر نقر وقر بار"
بلع,28,"تلع خلع دلع زلع صلع ضلع طلع ظلع قلع هلع"
بلو,28,"الو تلو جلو حلو خلو دلو سلو صلو طلو علو"
تار,28,"بار ثار جار حار خار دار زار سار شار صار"
ثوي,28,"اوي توي جوي حوي خوي دوي ذوي روي زوي سوي"
جاس,28,"باس داس راس ساس طاس قاس كاس ماس ناس ياس"
جدر,28,"ادر بدر حدر خدر سدر صدر غدر قدر كدر ندر"
جرز,28,"برز حرز خرز درز طرز غرز فرز كرز جاز جزز"
جلو,28,"الو بلو تلو حلو خلو دلو سلو صلو طلو علو"
جنن,28,"انن حنن خنن دنن رنن زنن سنن شنن صنن ضنن"
جهل,28,"اهل بهل ذهل رهل سهل شهل صهل عهل كهل مهل"
جيد,28,"ايد بيد حيد ذيد زيد شيد صيد عيد قيد كيد"
حاش,28,"باش جاش راش طاش عاش غاش فاش ناش هاش حرش"
حجا,28,"دجا رجا زجا سجا شجا فجا لجا نجا هجا حبا"
حجم,28,"اجم دجم رجم سجم عجم لجم نجم هجم وجم حام"
حفل,28,"افل تفل جفل رفل سفل طفل غفل قفل كفل نفل"
حمق,28,"رمق سمق شمق عمق غمق لمق نمق ومق حاق حبق"
حمى,28,"دمى ذمى رمى سمى ظمى عمى كمى لمى نمى همى"
حنف,28,"انف خنف دنف شنف صنف طنف عنف كنف حاف حذف"
حوض,28,"خوض روض عوض فوض قوض نوض حاض حبض حرض حضض"
حيق,28,"ريق زيق ضيق عيق قيق ليق هيق حاق حبق حدق"
خزل,28,"ازل بزل جزل عزل غزل نزل هزل خال خبل ختل"
خطل,28,"اطل بطل رطل عطل مطل نطل هطل خال خبل ختل"
داح,28,"باح جاح راح زاح ساح شاح صاح طاح فاح قاح"
دبس,28,"جبس حبس عبس قبس كبس لبس نبس يبس داس دحس"
درج,28,"ارج برج جرج حرج خرج سرج ضرج عرج فرج مرج"
دسس,28,"اسس جسس حسس خسس رسس عسس قسس مسس نسس هسس"
دلع,28,"بلع تلع خلع زلع صلع ضلع طلع ظلع قلع هلع"
دنى,28,"انى بنى ثنى جنى حنى رنى زنى عنى غنى قنى"
دها,28,"بها ذها رها زها سها شها طها فها لها مها"
دهو,28,"بهو ذهو رهو زهو سهو شهو طهو فهو لهو مهو"
ذبر,28,"ابر تبر ثبر جبر حبر خبر دبر زبر سبر شبر"
ذرف,28,"ترف جرف حرف خرف زرف سرف شرف صرف طرف ظرف"
ذرق,28,"ارق برق حرق خرق درق زرق سرق شرق طرق عرق"
ذرى,28,"ارى برى جرى حرى درى زرى سرى شرى عرى غرى"
ذوي,28,"اوي توي ثوي جوي حوي خوي دوي روي زوي سوي"
راث,28,"باث حاث داث عاث غاث لاث هاث ربث رثث رفث"
رزا,28,"جزا خزا عزا غزا نزا هزا ربا رتا رثا رجا"
رشي,28,"حشي خشي عشي غشي فشي مشي نشي وشي راي ربي"
رضب,28,"خضب غضب قضب نضب هضب وضب راب ربب رتب رجب"
رعا,28,"دعا معا ربا رتا رثا رجا رحا رخا ردا رزا"
رعف,28,"اعف ذعف زعف سعف شعف ضعف راف رجف رخف ردف"
رهن,28,"دهن ذهن كهن مهن وهن ران رجن رزن رسن رشن"
ريع,28,"بيع ذيع سيع شيع صيع ضيع طيع قيع ميع نيع"
زان,28,"بان جان حان خان دان ران شان صان ضان طان"
زبب,28,"ابب تبب جبب حبب خبب دبب ذبب ربب سبب شبب"
زبل,28,"ابل جبل حبل خبل دبل ذبل ربل سبل شبل طبل"
زرب,28,"ارب ترب ثرب جرب حرب خرب درب ذرب سرب شرب"
زرد,28,"برد ثرد جرد حرد خرد سرد شرد صرد طرد غرد"
زلف,28,"الف تلف جلف حلف خلف دلف ذلف سلف صلف ظلف"
زنن,28,"انن جنن حنن خنن دنن رنن سنن شنن صنن ضنن"
زني,28,"اني بني ثني جني حني خني دني سني ضني عني"
زود,28,"اود جود حود دود ذود رود سود طود عود قود"
ساق,28,"تاق حاق ذاق راق شاق ضاق طاق عاق فاق قاق"
سبع,28,"تبع ربع شبع صبع طبع قبع نبع ساع سجع سرع"
سجا,28,"حجا دجا رجا زجا شجا فجا لجا نجا هجا سحا"
سجم,28,"اجم حجم دجم رجم عجم لجم نجم هجم وجم سام"
سحا,28,"دحا رحا صحا ضحا قحا لحا محا نحا سجا سخا"
سحم,28,"رحم زحم شحم فحم قحم لحم نحم وحم سام سجم"
سرط,28,"خرط شرط ضرط فرط قرط هرط ورط ساط سبط سخط"
سلس,28,"جلس حلس خلس دلس طلس غلس فلس كلس ملس ساس"
سمق,28,"حمق رمق شمق عمق غمق لمق نمق ومق ساق سبق"
سيف,28,"جيف حيف زيف صيف ضيف طيف عيف قيف كيف ليف"
شاء,28,"باء جاء ساء ضاء فاء قاء ماء ناء هاء شاب"
شاخ,28,"باخ زاخ ساخ صاخ شخخ شدخ شرخ شلخ شمخ شيخ"
شخر,28,"اخر بخر دخر ذخر زخر سخر صخر فخر مخر نخر"
شذر,28,"بذر جذر حذر عذر قذر مذر نذر هذر وذر شار"
شعب,28,"تعب جعب دعب رعب صعب كعب لعب نعب وعب شاب"
شفق,28,"افق خفق دفق رفق صفق طفق عفق غفق لفق نفق"
شفو,28,"جفو حفو دفو رفو صفو ضفو طفو عفو غفو قفو"
شهم,28,"اهم بهم جهم دهم رهم سهم فهم لهم مهم نهم"
شهو,28,"بهو دهو ذهو رهو زهو سهو طهو فهو لهو مهو"
صلب,28,"الب ثلب جلب حلب خلب سلب طلب علب غلب قلب"
صلي,28,"الي بلي تلي جلي حلي خلي دلي طلي علي غلي"
صهر,28,"اهر بهر جهر دهر زهر سهر شهر طهر ظهر عهر"
ضاد,28,"باد جاد حاد داد ذاد راد زاد ساد شاد صاد"
ضرب,28,"ارب ترب ثرب جرب حرب خرب درب ذرب زرب سرب"
طاع,28,"باع جاع ذاع راع ساع شاع صاع ضاع قاع لاع"
طرح,28,"برح ترح جرح ذرح سرح شرح صرح ضرح فرح قرح"
طرد,28,"برد ثرد جرد حرد خرد زرد سرد شرد صرد غرد"
طفر,28,"جفر حفر خفر زفر سفر شفر صفر ضفر ظفر عفر"
طلى,28,"الى بلى تلى جلى حلى خلى دلى سلى صلى على"
عاش,28,"باش جاش حاش راش طاش غاش فاش ناش هاش عرش"
عتل,28,"بتل ختل رتل فتل قتل كتل عال عجل عدل عذل"
عدم,28,"حدم خدم ردم صدم فدم قدم كدم ندم هدم عام"
عزا,28,"جزا خزا رزا غزا نزا هزا عبا عتا عثا عدا"
عسل,28,"بسل رسل غسل فسل كسل مسل نسل وسل عال عتل"
عشي,28,"حشي خشي رشي غشي فشي مشي نشي وشي عبي عدي"
عصب,28,"حصب خصب غصب قصب نصب وصب عاب عبب عتب عجب"
عصف,28,"حصف خصف رصف قصف نصف وصف عاف عجف عرف عزف"
عطف,28,"خطف شطف غطف قطف لطف نطف عاف عجف عرف عزف"
عطو,28,"بطو خطو سطو غطو قطو مطو وطو عبو عتو عثو"
عقق,28,"حقق دقق رقق زقق شقق طقق غقق لقق نقق عاق"
عنق,28,"انق حنق خنق رنق شنق عاق عبق عتق عذق عرق"
عين,28,"اين بين حين دين رين زين شين طين قين لين"
غبو,28,"ابو حبو خبو ربو صبو طبو عبو قبو كبو نبو"
غدر,28,"ادر بدر جدر حدر خدر سدر صدر قدر كدر ندر"
غفو,28,"جفو حفو دفو رفو شفو صفو ضفو طفو عفو قفو"
غمي,28,"حمي دمي ذمي رمي ظمي عمي كمي لمي نمي غبي"
فسر,28,"اسر بسر جسر حسر خسر دسر عسر قسر كسر يسر"
فلى,28,"الى بلى تلى جلى حلى خلى دلى سلى صلى طلى"
فوح,28,"بوح جوح دوح روح زوح طوح لوح نوح فاح فتح"
فوق,28,"بوق توق جوق حوق ذوق روق زوق سوق شوق طوق"
فيل,28,"حيل خيل ذيل زيل سيل شيل عيل غيل قيل كيل"
قبع,28,"تبع ربع سبع شبع صبع طبع نبع قاع قذع قرع"
قتر,28,"بتر ختر ستر فتر متر نتر هتر وتر قار قبر"
قذر,28,"بذر جذر حذر شذر عذر مذر نذر هذر وذر قار"
قرض,28,"ارض حرض عرض غرض فرض مرض قاض قبض قضض قوض"
قطا,28,"بطا حطا خطا سطا عطا غطا لطا مطا وطا قبا"
قلق,28,"الق حلق خلق دلق ذلق زلق سلق طلق علق غلق"
قنا,28,"حنا خنا دنا رنا سنا شنا ضنا عنا هنا قبا"
قهر,28,"اهر بهر جهر دهر زهر سهر شهر صهر طهر ظهر"
قيح,28,"تيح زيح سيح شيح صيح طيح فيح ميح نيح قاح"
كفل,28,"افل تفل جفل حفل رفل سفل طفل غفل قفل نفل"
كوم,28,"جوم حوم دوم روم زوم سوم شوم صوم طوم عوم"
كيل,28,"حيل خيل ذيل زيل سيل شيل عيل غيل فيل قيل"
لاث,28,"باث حاث داث راث عاث غاث هاث لبث لثث لهث"
لبي,28,"ابي جبي حبي ربي زبي سبي صبي عبي غبي لاي"
لحن,28,"سحن شحن صحن طحن محن وحن لان لبن لجن لدن"
لقق,28,"حقق دقق رقق زقق شقق طقق عقق غقق نقق لاق"
لمى,28,"حمى دمى ذمى رمى سمى ظمى عمى كمى نمى همى"
ماس,28,"باس جاس داس راس ساس طاس قاس كاس ناس ياس"
ملح,28,"الح سلح شلح صلح طلح فلح كلح ماح متح مدح"
ملد,28,"الد بلد تلد جلد خلد صلد قلد ولد ماد مجد"
ملس,28,"جلس حلس خلس دلس سلس طلس غلس فلس كلس ماس"
مني,28,"اني بني ثني جني حني خني دني زني سني ضني"
ناض,28,"باض حاض خاض راض عاض غاض فاض قاض هاض نبض"
نبز,28,"خبز ربز نجز نخز نزز نشز نغز نقز نكز نهز"
نبه,28,"ابه جبه شبه وبه ناه نده نزه نقه نكه نوه"
نتا,28,"رتا شتا عتا فتا قتا نبا نثا نجا نحا ندا"
نجح,28,"بجح رجح ناح نبح نتح نحح نزح نسح نصح نضح"
نحس,28,"احس دحس لحس ناس نبس نجس نخس نسس نطس نعس"
نسق,28,"بسق دسق غسق فسق وسق نزق نشق نطق نعق نغق"
نضو,28,"رضو غضو فضو وضو نبو نتو نثو نجو نحو ندو"
نطف,28,"خطف شطف عطف غطف قطف لطف ناف نتف نجف نحف"
نعس,28,"تعس دعس قعس ناس نبس نجس نحس نخس نسس نطس"
نعق,28,"دعق زعق صعق لعق معق وعق نزق نسق نشق نطق"
نعى,28,"رعى سعى وعى ناى نجى نحى ندى نسى نضى نغى"
نقز,28,"نبز نجز نخز نزز نشز نغز نكز نهز نقا نقب"
نمق,28,"حمق رمق سمق شمق عمق غمق لمق ومق نزق نسق"
نهس,28,"دهس ناس نبس نجس نحس نخس نسس نطس نعس نفس"
نهق,28,"دهق رهق زهق شهق نزق نسق نشق نطق نعق نغق"
هدى,28,"ادى ردى سدى صدى عدى غدى فدى ندى ودى يدى"
